ratingID,userID,placeID,rating,food_rating,service_rating,comments
395,1059,135085,4,4,4,The Han Nan Chicken was also very tasty.
396,1059,135028,3,3,3,"In the summer, you can dine in a charming outdoor patio - so very delightful."
397,1059,132754,4,4,4,Both of the egg rolls were fantastic.
398,1059,135075,4,4,3,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.
399,1059,135044,4,3,3,The steaks are all well trimmed and also perfectly cooked.
400,1059,135064,3,3,2,Both great!
401,1059,132862,2,2,2,I hate those things as much as cheap quality black olives.
402,1059,135030,4,4,4,"Both of them were truly unbelievably good, and I am so glad we went back."
403,1059,132825,4,3,3,"You get incredibly fresh fish, prepared with care."
404,1059,132955,4,3,4,Very bad Experience!
405,1061,135086,3,3,4,Food was average at best.
406,1061,135041,4,4,4,Honeslty it didn't taste THAT fresh.)
407,1061,132754,4,4,4,My ribeye steak was cooked perfectly and had great mesquite flavor.
408,1061,135058,3,3,3,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us."
409,1061,135075,4,4,4,This place is awesome if you want something light and healthy during the summer.
410,1061,135046,3,4,3,first time there and might just be the last.
411,1061,135034,4,4,4,What a mistake that was!
412,1061,135026,4,4,4,A good time!
413,1061,135048,4,4,4,If you haven't gone here GO NOW!
414,1061,135080,4,4,4,This greedy corporation will NEVER see another dime from me!
415,1061,132825,3,4,3,The block was amazing.
416,1061,132955,4,4,4,"In an interesting part of town, this place is amazing."
417,1061,132954,4,3,4,It's NOT hard to make a decent hamburger.
418,1061,132958,4,4,4,I would not recommend this place.
419,1061,132834,3,4,3,"OMG, the food was delicioso!"
420,1062,135045,2,2,2,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place."
421,1062,135053,2,2,2,I won't be back.
422,1062,135038,2,2,2,Hopefully this bodes for them going out of business and someone who can cook can come in.
423,1062,135052,2,2,2,I as well would've given godfathers zero stars if possible.
424,1062,135062,2,2,2,Great food.
425,1062,135085,2,2,2,"This place is pretty good, nice little vibe in the restaurant."
426,1062,132825,2,2,2,Terrible management.
427,1062,132834,2,2,2,Not good for the money.
428,1063,132609,3,2,3,"If you look for authentic Thai food, go else where."
429,1063,132660,4,4,4,Food is way overpriced and portions are fucking small.
430,1063,132667,3,4,3,I miss it and wish they had one in Philadelphia!
431,1064,135069,2,2,3,"The food, amazing."
432,1064,135042,3,4,3,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas."
433,1064,135052,4,2,4,AVOID THIS ESTABLISHMENT!
434,1064,135057,3,3,4,"All in all, I can assure you I'll be back."
435,1064,135060,3,2,3,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen."
436,1065,132706,4,3,4,They were golden-crispy and delicious.
437,1065,132654,3,3,3,Best tacos in town by far!!
438,1066,134999,3,3,3,There is nothing authentic about this place.
439,1066,132767,3,4,3,"For service, I give them no stars."
440,1066,135011,3,4,4,The Macarons here are insanely good.
441,1066,135013,3,4,4,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them."
442,1066,135019,4,3,2,The atmosphere here is fun.
443,1067,132732,3,4,4,"The service was terrible, food was mediocre."
444,1067,132630,3,2,3,The ambiance was incredible.
445,1067,132560,3,2,2,"This place is not worth your time, let alone Vegas."
446,1068,132732,2,2,2,The seasonal fruit was fresh white peach puree.
447,1068,132660,2,2,2,These are the nicest restaurant owners I've ever come across.
448,1068,132630,3,3,3,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop."
449,1069,132858,2,2,2,The waiter wasn't helpful or friendly and rarely checked on us.
450,1069,135108,2,2,2,The ambiance isn't much better.
451,1069,135069,2,2,2,Would come back again if I had a sushi craving while in Vegas.
452,1069,135070,2,2,2,Not tasty and the texture was just nasty.
453,1069,135082,2,2,2,If there were zero stars I would give it zero stars.
454,1069,132845,2,2,2,And then tragedy struck.
455,1069,132846,2,2,2,"Lastly, the mozzarella sticks, they were the best thing we ordered."
456,1069,132847,2,4,2,Great place to relax and have an awesome burger and beer.
457,1070,132609,3,3,3,This is a GREAT place to eat!
458,1070,132608,4,4,3,I will not be eating there again.
459,1070,132613,3,3,2,I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.
460,1071,135030,4,4,4,It is worth the drive.
461,1071,135063,4,3,4,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known."
462,1071,135060,3,4,4,Don't bother coming here.
463,1071,135052,4,4,4,We watched our waiter pay a lot more attention to other tables and ignore us.
464,1071,135039,4,4,4,The poor batter to meat ratio made the chicken tenders very unsatisfying.
465,1071,135032,4,4,4,"Great food and service, huge portions and they give a military discount."
466,1071,135028,4,4,4,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good."
467,1071,135025,4,4,4,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.
468,1071,135042,4,4,4,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.
469,1071,132856,4,4,4,The atmosphere was great with a lovely duo of violinists playing songs we requested.
470,1071,132862,4,4,4,We waited for forty five minutes in vain.
471,1071,132825,4,4,4,"Sorry, I will not be getting food from here anytime soon :("
472,1071,132834,3,3,3,Generous portions and great taste.
473,1072,132773,4,3,4,The restaurant is very clean and has a family restaurant feel to it.
474,1072,135088,2,3,2,"If it were possible to give them zero stars, they'd have it."
475,1072,135016,3,4,4,"The food is about on par with Denny's, which is to say, not good at all."
476,1072,135000,2,2,2,DELICIOUS!!
477,1073,135065,2,2,2,I dressed up to be treated so rudely!
478,1073,132862,2,2,2,"This place is like Chipotle, but BETTER."
479,1073,135080,2,2,2,Food was really boring.
480,1073,135060,2,2,2,They also have the best cheese crisp in town.
481,1073,135064,2,2,2,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk."
482,1073,135052,2,2,2,"Worst service to boot, but that is the least of their worries."
483,1073,132951,2,2,2,Nice ambiance.
484,1073,135062,2,2,2,"Went in for happy hour, great list of wines."
485,1073,132834,2,2,2,"After 20 minutes wait, I got a table."
486,1073,132954,2,2,2,The seafood was fresh and generous in portion.
487,1074,134987,4,4,4,There is nothing privileged about working/eating there.
488,1074,135011,4,3,4,Maybe if they weren't cold they would have been somewhat edible.
489,1075,135076,4,4,2,This place should honestly be blown up.
490,1075,135057,4,3,3,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense."
491,1075,135041,3,3,2,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal."
492,1075,135066,4,3,4,And it was way to expensive.
493,1075,135081,3,4,3,It was awesome.
494,1075,135051,3,3,3,"Love the margaritas, too!"
495,1075,135039,4,4,2,"Great food for the price, which is very high quality and house made."
496,1075,135062,3,2,3,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder."
497,1075,135032,3,3,3,will definitely be back!
498,1075,135050,4,4,4,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !
499,1075,132834,3,4,3,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.
500,1076,135039,4,4,3,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.
501,1076,135073,4,3,3,From what my dinner companions told me...everything was very fresh with nice texture and taste.
502,1076,135027,2,3,3,I got home to see the driest damn wings ever!
503,1076,135038,3,4,4,This is some seriously good pizza and I'm an expert/connisseur on the topic.
504,1076,135042,4,4,4,I waited and waited.
505,1077,135060,3,4,4,Would not recommend to others.
506,1077,135038,4,4,3,I can't wait to go back.
507,1077,135027,2,3,3,I *heart* this place.
508,1077,135085,4,4,4,"Of all the dishes, the salmon was the best, but all were great."
509,1077,132825,4,4,4,This is my new fav Vegas buffet spot.
510,1078,132885,3,3,3,You cant go wrong with any of the food here.
511,1078,135052,4,4,4,This is a good joint.
512,1078,135081,3,3,3,The lighting is just dark enough to set the mood.
513,1078,135060,4,4,4,The service was outshining & I definitely recommend the Halibut.
514,1078,135041,4,3,4,The selection was probably the worst I've seen in Vegas.....there was none.
515,1078,135106,4,4,4,I was seated immediately.
516,1078,132834,2,4,3,No one at the table thought the food was above average or worth the wait that we had for it.
517,1079,132766,3,4,3,An absolute must visit!
518,1079,134986,4,4,4,"I ate there twice on my last visit, and especially enjoyed the salmon salad."
519,1079,132768,4,4,4,If you stay in Vegas you must get breakfast here at least once.
520,1080,132660,4,4,4,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil."
521,1080,132608,4,4,4,"I got to enjoy the seafood salad, with a fabulous vinegrette."
522,1081,135052,2,3,3,What a great double cheeseburger!
523,1081,135027,2,3,3,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.
524,1081,135039,2,2,2,Food was delicious!
525,1081,135032,2,3,3,Go To Place for Gyros.
526,1081,135028,3,4,4,All of the tapas dishes were delicious!
527,1081,135085,3,4,3,"The meat was pretty dry, I had the sliced brisket and pulled pork."
528,1081,135030,3,3,3,"Good service, very clean, and inexpensive, to boot!"
529,1081,135076,3,4,4,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked."
530,1081,135069,3,2,3,Omelets are to die for!
531,1081,135043,2,2,3,I think this restaurant suffers from not trying hard enough.
532,1081,132825,3,2,3,So we went to Tigerlilly and had a fantastic afternoon!
533,1082,132732,2,2,2,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.
534,1082,132613,2,2,2,The plantains were the worst I've ever tasted.
535,1082,132609,2,2,2,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous."
536,1082,132608,2,2,2,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!"
537,1082,132630,3,3,3,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.
538,1082,132560,2,2,2,The worst was the salmon sashimi.
539,1083,135046,4,4,3,Check it out.
540,1083,135034,4,4,4,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.
541,1083,135074,4,4,4,The warm beer didn't help.
542,1083,135044,3,4,4,Service is friendly and inviting.
543,1083,132755,4,4,4,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even."
544,1083,135049,2,2,2,Horrible - don't waste your time and money.
545,1083,135072,3,4,4,Just don't know why they were so slow.
546,1084,132862,4,4,4,Will be back again!
547,1084,135030,4,4,4,"i felt insulted and disrespected, how could you talk and judge another human being like that?"
548,1084,135045,4,4,4,"The service was great, even the manager came and helped with our table."
549,1084,135026,4,4,4,Don't waste your time here.
550,1084,135035,4,4,4,We were sat right on time and our server from the get go was FANTASTIC!
551,1084,132861,4,4,4,"The dining space is tiny, but elegantly decorated and comfortable."
552,1084,135058,3,2,4,Over rated.
553,1084,135085,4,4,4,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!"
554,1084,135072,4,4,4,This is a really fantastic Thai restaurant which is definitely worth a visit.
555,1085,135076,4,4,4,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
556,1085,135042,2,2,2,Terrible service!
557,1085,135059,4,4,3,I've never been treated so bad.
558,1085,135055,4,4,4,The scallop dish is quite appalling for value as well.
559,1085,135081,4,4,4,Extremely Tasty!
560,1085,132885,2,2,2,Their monster chicken fried steak and eggs is my all time favorite.
561,1085,135043,4,4,4,did not like at all.
562,1085,135050,4,4,4,"Despite how hard I rate businesses, its actually rare for me to give a 1 star."
563,1085,132825,4,4,4,"However, my recent experience at this particular location was not so good."
564,1086,135085,4,3,3,They have a really nice atmosphere.
565,1086,132951,3,3,3,Great food and great service in a clean and friendly setting.
566,1086,135060,3,3,3,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.
567,1086,135041,4,4,4,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either."
568,1086,135045,4,4,4,"Every time I eat here, I see caring teamwork to a professional degree."
569,1086,135063,3,3,3,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor."
570,1086,132937,4,2,3,Went for lunch - service was slow.
571,1087,132732,4,4,3,I could care less... The interior is just beautiful.
572,1087,132660,3,3,2,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.
573,1087,132560,3,4,3,One of the few places in Phoenix that I would definately go back to again .
574,1087,132667,4,4,3,Talk about great customer service of course we will be back.
575,1088,135082,4,4,4,We could not believe how dirty the oysters were!
576,1088,135070,4,4,3,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."
577,1088,135069,3,4,4,You can't beat that.
578,1088,135054,4,4,4,It was absolutely amazing.
579,1088,135057,3,4,4,Very Very Disappointed ordered the $35 Big Bay Plater.
580,1088,135041,4,4,4,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
581,1088,135081,3,4,4,I've had better atmosphere.
582,1088,135108,4,4,4,Fantastic service here.
583,1088,135051,4,3,4,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was."
584,1088,135071,2,2,2,I guess maybe we went on an off night but it was disgraceful.
585,1088,135032,4,4,4,"Thus far, have only visited twice and the food was absolutely delicious each time."
586,1089,135064,3,3,3,I love their fries and their beans.
587,1089,135026,3,3,3,Great time - family dinner on a Sunday night.
588,1089,132951,3,3,3,Service was fine and the waitress was friendly.
589,1089,135058,3,3,3,And service was super friendly.
590,1089,132754,3,3,3,"Level 5 spicy was perfect, where spice didn't over-whelm the soup."
591,1089,135028,3,3,3,Great service and food.
592,1089,135085,3,3,3,This place was such a nice surprise!
593,1089,135072,3,3,3,Good prices.
594,1089,135038,2,2,2,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."
595,1089,135079,2,2,2,I will come back here every time I'm in Vegas.
596,1089,132834,3,3,3,I love the fact that everything on their menu is worth it.
597,1090,132862,4,4,4,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc."
598,1090,135025,4,4,4,Now I am getting angry and I want my damn pho.
599,1090,135051,3,4,3,"I tried the Cape Cod ravoli, chicken, with cranberry...mmmm!"
600,1090,135052,4,4,4,Thoroughly disappointed!
601,1090,135062,4,4,4,"Also, I feel like the chips are bought, not made in house."
602,1090,135085,4,4,4,"Probably never coming back, and wouldn't recommend it."
603,1090,132954,4,4,4,Kind of hard to mess up a steak but they did.
604,1091,135086,3,3,3,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
605,1091,135080,2,3,3,This one is simply a disappointment.
606,1091,135035,3,3,3,But now I was completely grossed out.
607,1091,132861,3,3,3,This place is horrible and way overpriced.
608,1091,135075,4,4,4,"Needless to say, I won't be going back anytime soon."
609,1091,132825,2,3,3,This was my first and only Vegas buffet and it did not disappoint.
610,1092,135025,4,3,3,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
611,1092,135046,2,2,2,At least think to refill my water before I struggle to wave you over for 10 minutes.
612,1092,135071,3,2,2,He came running after us when he realized my husband had left his sunglasses on the table.
613,1092,135085,2,2,2,Those burgers were amazing.
614,1093,134999,4,4,4,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!
615,1093,135001,4,4,4,The food was outstanding and the prices were very reasonable.
616,1093,134996,4,4,4,5 stars for the brick oven bread app!
617,1093,135019,4,4,4,"When I opened the sandwich, I was impressed, but not in a good way."
618,1093,132767,4,4,4,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval."
619,1093,135013,4,4,3,My wife had the Lobster Bisque soup which was lukewarm.
620,1093,135011,3,3,2,"I know this is not like the other restaurants at all, something is very off here!"
621,1094,135069,2,3,2,"I don't have very many words to say about this place, but it does everything pretty well."
622,1094,135054,2,2,2,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.
623,1094,135057,2,3,2,"I love the owner/chef, his one authentic Japanese cool dude!"
624,1094,135108,2,3,3,The kids play area is NASTY!
625,1094,135071,2,3,2,Just had lunch here and had a great experience.
626,1094,135070,2,3,2,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks."
627,1094,135082,2,2,2,The only downside is the service.
628,1095,135086,3,4,3,Avoid at all cost!
629,1095,135034,4,4,4,"REAL sushi lovers, let's be honest - Yama is not that good."
630,1095,135055,4,4,4,The vegetables are so fresh and the sauce feels like authentic Thai.
631,1095,135064,3,3,3,Will go back next trip out.
632,1095,135035,4,4,4,The service here is fair at best.
633,1095,132861,3,3,3,"He also came back to check on us regularly, excellent service."
634,1095,135058,3,4,4,"And the drinks are WEAK, people!"
635,1095,135072,4,4,4,Service was exceptional and food was a good as all the reviews.
636,1096,135064,3,3,2,What a mistake.
637,1096,135086,3,2,4,After all the rave reviews I couldn't wait to eat here......what a disappointment!
638,1096,135025,4,4,4,The management is rude.
639,1096,135026,4,4,4,But the service was beyond bad.
640,1096,135075,3,4,3,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.
641,1096,135072,3,4,3,I was mortified.
642,1096,135055,4,4,4,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."
643,1096,132955,4,4,4,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes."
644,1096,132958,3,4,4,I love this place.
645,1097,135086,4,2,3,"Plus, it's only 8 bucks."
646,1097,135053,4,4,4,It wasn't busy at all and now we know why.
647,1097,135079,4,3,2,Service is quick and friendly.
648,1097,135034,4,4,3,"We had fantastic service, and were pleased by the atmosphere."
649,1097,135026,3,2,3,"I had heard good things about this place, but it exceeding every hope I could have dreamed of."
650,1097,132861,4,4,3,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks."
651,1097,135049,4,3,3,very tough and very short on flavor!
652,1097,135058,4,3,3,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat."
653,1097,132955,4,4,3,"Unfortunately, it only set us up for disapppointment with our entrees."
654,1097,132954,3,3,2,Eclectic selection.
655,1097,132958,4,3,3,"Host staff were, for lack of a better word, BITCHES!"
656,1098,132885,3,3,2,this is the worst sushi i have ever eat besides Costco's.
657,1098,135032,4,3,3,The cow tongue and cheek tacos are amazing.
658,1098,135085,3,4,3,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night."
659,1098,135038,3,3,3,"The chips that came out were dripping with grease, and mostly not edible."
660,1098,135046,3,4,3,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
661,1098,132856,3,4,3,The folks at Otto always make us feel so welcome and special.
662,1098,132862,3,4,4,It's a great place and I highly recommend it.
663,1098,135079,4,3,3,The waitress and manager are so friendly.
664,1098,135060,4,3,4,Food was so gooodd.
665,1098,132861,4,4,3,Boy was that sucker dry!!.
666,1098,132825,3,3,3,"not even a ""hello, we will be right with you."""
667,1099,135076,3,3,2,Our server was super nice and checked on us many times.
668,1099,132856,3,3,2,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff."
669,1099,135042,3,3,3,The flair bartenders are absolutely amazing!
670,1099,135045,3,3,3,The food was terrible.
671,1099,135066,3,3,3,Service was good and the company was better!
672,1099,135060,4,4,4,The fries were great too.
673,1099,135038,2,3,3,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again."
674,1099,132885,2,2,2,"As for the ""mains,"" also uninspired."
675,1099,135043,4,4,4,"For sushi on the Strip, this is the place to go."
676,1099,132834,4,4,4,Things that went wrong: - They burned the saganaki.
677,1100,135000,4,3,3,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.
678,1100,135021,4,3,2,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it."
679,1100,134996,4,3,3,"As for the service, I thought it was good."
680,1100,135001,4,4,4,This wonderful experience made this place a must-stop whenever we are in town again.
681,1100,132768,4,4,4,We literally sat there for 20 minutes with no one asking to take our order.
682,1101,135106,2,2,2,Won't ever go here again.
683,1101,132856,3,2,3,I had the mac salad and it was pretty bland so I will not be getting that again.
684,1101,135041,2,2,2,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too."
685,1101,135038,4,4,3,"Good value, great food, great service."
686,1101,135051,4,2,4,Must have been an off night at this place.
687,1101,135052,4,3,3,"It was so bad, I had lost the heart to finish it."
688,1101,135039,3,3,3,The croutons also taste homemade which is an extra plus.
689,1101,135027,4,3,3,Never going back.
690,1101,135032,4,4,3,Damn good steak.
691,1101,135073,3,3,3,Some highlights : Great quality nigiri here!
692,1102,132870,4,4,2,Will not be back!
693,1102,132854,4,4,4,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.
694,1102,132858,4,4,2,"It's close to my house, it's low-key, non-fancy, affordable prices, good food."
695,1102,132846,4,4,4,Their daily specials are always a hit with my group.
696,1102,132847,4,4,2,"A greasy, unhealthy meal."
697,1103,132732,2,2,4,"This was my first crawfish experience, and it was delicious!"
698,1103,132613,4,4,4,"On the up side, their cafe serves really good food."
699,1103,132630,3,4,2,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
700,1103,132667,3,4,4,If you are reading this please don't go there.
701,1104,135085,4,4,3,Awful service.
702,1104,135033,3,3,4,Del Taco is pretty nasty and should be avoided if possible.
703,1104,135025,4,3,3,Last night was my second time dining here and I was so happy I decided to go back!
704,1104,135030,4,3,3,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.
705,1104,135041,3,4,3,Good beer & drink selection and good food selection.
706,1104,135052,3,3,3,I just wanted to leave.
707,1104,135047,3,4,3,I really enjoyed eating here.
708,1104,135039,2,2,3,Def coming back to bowl next time
709,1104,135062,3,3,4,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming."
710,1104,135032,4,3,3,walked in and the place smelled like an old grease trap and only 2 others there eating.
711,1104,132825,3,4,3,My salad had a bland vinegrette on the baby greens and hearts of Palm.
712,1104,132834,3,4,3,The bartender was also nice.
713,1105,135039,2,2,2,"Loved it...friendly servers, great food, wonderful and imaginative menu."
714,1105,135052,2,2,2,We definately enjoyed ourselves.
715,1105,135057,2,2,2,A fantastic neighborhood gem !!!
716,1105,135033,2,2,2,We loved the place.
717,1105,135054,2,2,2,Interesting decor.
718,1105,135040,2,2,2,"And considering the two of us left there very full and happy for about $20, you just can't go wrong."
719,1105,135069,2,2,2,Bacon is hella salty.
720,1106,135039,4,3,3,the spaghetti is nothing special whatsoever.
721,1106,135062,4,4,3,"The decor is nice, and the piano music soundtrack is pleasant."
722,1106,132754,4,4,3,I probably would not go here again.
723,1106,135032,2,2,2,Dessert: Panna Cotta was amazing.
724,1106,135028,4,3,2,"The chicken dishes are OK, the beef is like shoe leather."
725,1106,135085,4,4,4,The desserts were a bit strange.
726,1106,135047,2,2,2,The cashew cream sauce was bland and the vegetables were undercooked.
727,1106,135106,2,2,2,My friend did not like his Bloody Mary.
728,1106,132856,2,3,2,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting."
729,1106,135052,2,2,2,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers."
730,1106,132862,4,4,4,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
731,1106,135042,4,2,2,Google mediocre and I imagine Smashburger will pop up.
732,1106,135030,4,4,3,"the food is not tasty at all, not to say its ""real traditional Hunan style""."
733,1106,135079,4,4,4,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable."
734,1106,135041,3,3,3,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good."
735,1106,135066,4,3,4,dont go here.
736,1106,135064,4,4,4,And the chef was generous with his time (even came around twice so we can take pictures with him).
737,1106,132834,4,3,3,"Very good, though!"
738,1107,132660,4,4,3,The waitresses are very friendly.
739,1108,135028,3,3,3,Now this dish was quite flavourful.
740,1108,135086,3,3,2,So absolutley fantastic.
741,1108,135046,3,4,3,Very friendly staff.
742,1108,135074,4,4,3,Reasonably priced also!
743,1108,135058,3,3,3,But then they came back cold.
744,1108,135075,4,4,4,I don't know what kind it is but they have the best iced tea.
745,1108,135032,4,3,4,"The sangria was about half of a glass wine full and was $12, ridiculous."
746,1108,135085,3,4,3,"Cute, quaint, simple, honest."
747,1109,132856,3,3,3,Worst martini ever!
748,1109,135042,4,4,4,I will never go back to this place and will never ever recommended this place to anyone!
749,1109,135063,4,4,4,The inside is really quite nice and very clean.
750,1109,135038,4,4,4,"Oh this is such a thing of beauty, this restaurant."
751,1109,135058,4,4,4,Your staff spends more time talking to themselves than me.
752,1109,135032,4,4,4,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best."
753,1109,135028,4,4,4,This is an unbelievable BARGAIN!
754,1109,135085,4,4,4,Highly unprofessional and rude to a loyal patron!
755,1109,132825,4,4,4,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho."
756,1110,134999,4,4,4,The ambience is wonderful and there is music playing.
757,1110,135021,3,4,3,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied."
758,1110,135013,4,4,4,So flavorful and has just the perfect amount of heat.
759,1110,132767,4,4,4,"Great steak, great sides, great wine, amazing desserts."
760,1111,132858,3,3,3,I don't think I'll be running back to Carly's anytime soon for food.
761,1111,135108,4,3,2,RUDE & INCONSIDERATE MANAGEMENT.
762,1111,132869,2,2,2,We enjoy their pizza and brunch.
763,1111,135071,4,4,4,"On a positive note, our server was very attentive and provided great service."
764,1111,132854,4,4,4,I loved the bacon wrapped dates.
765,1111,132870,2,2,2,I would recommend saving room for this!
766,1111,135082,3,2,2,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!"
767,1111,132845,4,4,3,I will not return.
768,1111,132847,2,2,2,#NAME?
769,1112,135086,2,2,2,And the beans and rice were mediocre at best.
770,1112,132862,3,3,3,The one down note is the ventilation could use some upgrading.
771,1112,135079,3,2,2,I got food poisoning here at the buffet.
772,1112,135046,2,2,2,They brought a fresh batch of fries and I was thinking yay something warm but no!
773,1112,135064,2,3,3,Wow... Loved this place.
774,1112,135026,3,3,3,Not good by any stretch of the imagination.
775,1112,135047,2,2,2,No complaints!
776,1112,135048,2,2,2,"Point your finger at any item on the menu, order it and you won't be disappointed."
777,1112,135062,2,2,3,I vomited in the bathroom mid lunch.
778,1112,132954,2,2,3,2 Thumbs Up!!
779,1112,132834,3,2,2,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff."
780,1113,132854,2,2,2,Always a pleasure dealing with him.
781,1113,132856,2,3,2,Tried to go here for lunch and it was a madhouse.
782,1113,135057,4,4,3,Awesome selection of beer.
783,1113,135079,3,4,3,The WORST EXPERIENCE EVER.
784,1113,135046,4,4,3,Food quality has been horrible.
785,1113,135038,3,4,2,It's worth driving up from Tucson!
786,1113,135032,2,2,2,I was shocked because no signs indicate cash only.
787,1113,135085,3,4,3,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.
788,1114,135072,2,2,2,The sweet potato fries were very good and seasoned well.
789,1114,132754,2,2,2,We asked for the bill to leave without eating and they didn't bring that either.
790,1114,135058,2,2,2,Please stay away from the shrimp stir fried noodles.
791,1114,132755,3,4,3,The crêpe was delicate and thin and moist.
792,1114,132951,2,2,2,I checked out this place a couple years ago and was not impressed.
793,1114,135053,2,2,2,Tasted like dirt.
794,1114,135065,2,2,2,The cashier was friendly and even brought the food out to me.
795,1114,132825,2,2,2,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!"
796,1114,132834,2,2,2,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!"
797,1115,135082,4,4,4,I'll definitely be in soon again.
798,1115,135070,3,3,3,"Great atmosphere, friendly and fast service."
